Entry	PMID_1	DOI_1	Title_1	Authors_1	Journal_1	Volume_1	Pages_1	Year_1	Type_1	Positions_1	URL_1	PMID_2	DOI_2	Title_2	Authors_2	Journal_2	Volume_2	Pages_2	Year_2	Type_2	Positions_2	URL_2	PMID_3	DOI_3	Title_3	Authors_3	Journal_3	Volume_3	Pages_3	Year_3	Type_3	Positions_3	URL_3	PMID_4	DOI_4	Title_4	Authors_4	Journal_4	Volume_4	Pages_4	Year_4	Type_4	Positions_4	URL_4	PMID_5	DOI_5	Title_5	Authors_5	Journal_5	Volume_5	Pages_5	Year_5	Type_5	Positions_5	URL_5	PMID_6	DOI_6	Title_6	Authors_6	Journal_6	Volume_6	Pages_6	Year_6	Type_6	Positions_6	URL_6	PMID_7	DOI_7	Title_7	Authors_7	Journal_7	Volume_7	Pages_7	Year_7	Type_7	Positions_7	URL_7	PMID_8	DOI_8	Title_8	Authors_8	Journal_8	Volume_8	Pages_8	Year_8	Type_8	Positions_8	URL_8	PMID_9	DOI_9	Title_9	Authors_9	Journal_9	Volume_9	Pages_9	Year_9	Type_9	Positions_9	URL_9	PMID_10	DOI_10	Title_10	Authors_10	Journal_10	Volume_10	Pages_10	Year_10	Type_10	Positions_10	URL_10	PMID_11	DOI_11	Title_11	Authors_11	Journal_11	Volume_11	Pages_11	Year_11	Type_11	Positions_11	URL_11	PMID_12	DOI_12	Title_12	Authors_12	Journal_12	Volume_12	Pages_12	Year_12	Type_12	Positions_12	URL_12	PMID_13	DOI_13	Title_13	Authors_13	Journal_13	Volume_13	Pages_13	Year_13	Type_13	Positions_13	URL_13	PMID_14	DOI_14	Title_14	Authors_14	Journal_14	Volume_14	Pages_14	Year_14	Type_14	Positions_14	URL_14	PMID_15	DOI_15	Title_15	Authors_15	Journal_15	Volume_15	Pages_15	Year_15	Type_15	Positions_15	URL_15	PMID_16	DOI_16	Title_16	Authors_16	Journal_16	Volume_16	Pages_16	Year_16	Type_16	Positions_16	URL_16	PMID_17	DOI_17	Title_17	Authors_17	Journal_17	Volume_17	Pages_17	Year_17	Type_17	Positions_17	URL_17	PMID_18	DOI_18	Title_18	Authors_18	Journal_18	Volume_18	Pages_18	Year_18	Type_18	Positions_18	URL_18	PMID_19	DOI_19	Title_19	Authors_19	Journal_19	Volume_19	Pages_19	Year_19	Type_19	Positions_19	URL_19	PMID_20	DOI_20	Title_20	Authors_20	Journal_20	Volume_20	Pages_20	Year_20	Type_20	Positions_20	URL_20	PMID_21	DOI_21	Title_21	Authors_21	Journal_21	Volume_21	Pages_21	Year_21	Type_21	Positions_21	URL_21	PMID_22	DOI_22	Title_22	Authors_22	Journal_22	Volume_22	Pages_22	Year_22	Type_22	Positions_22	URL_22	PMID_23	DOI_23	Title_23	Authors_23	Journal_23	Volume_23	Pages_23	Year_23	Type_23	Positions_23	URL_23	PMID_24	DOI_24	Title_24	Authors_24	Journal_24	Volume_24	Pages_24	Year_24	Type_24	Positions_24	URL_24	PMID_25	DOI_25	Title_25	Authors_25	Journal_25	Volume_25	Pages_25	Year_25	Type_25	Positions_25	URL_25	PMID_26	DOI_26	Title_26	Authors_26	Journal_26	Volume_26	Pages_26	Year_26	Type_26	Positions_26	URL_26	PMID_27	DOI_27	Title_27	Authors_27	Journal_27	Volume_27	Pages_27	Year_27	Type_27	Positions_27	URL_27	PMID_28	DOI_28	Title_28	Authors_28	Journal_28	Volume_28	Pages_28	Year_28	Type_28	Positions_28	URL_28	PMID_29	DOI_29	Title_29	Authors_29	Journal_29	Volume_29	Pages_29	Year_29	Type_29	Positions_29	URL_29	PMID_30	DOI_30	Title_30	Authors_30	Journal_30	Volume_30	Pages_30	Year_30	Type_30	Positions_30	URL_30	PMID_31	DOI_31	Title_31	Authors_31	Journal_31	Volume_31	Pages_31	Year_31	Type_31	Positions_31	URL_31	PMID_32	DOI_32	Title_32	Authors_32	Journal_32	Volume_32	Pages_32	Year_32	Type_32	Positions_32	URL_32	PMID_33	DOI_33	Title_33	Authors_33	Journal_33	Volume_33	Pages_33	Year_33	Type_33	Positions_33	URL_33	PMID_34	DOI_34	Title_34	Authors_34	Journal_34	Volume_34	Pages_34	Year_34	Type_34	Positions_34	URL_34	PMID_35	DOI_35	Title_35	Authors_35	Journal_35	Volume_35	Pages_35	Year_35	Type_35	Positions_35	URL_35	PMID_36	DOI_36	Title_36	Authors_36	Journal_36	Volume_36	Pages_36	Year_36	Type_36	Positions_36	URL_36
A0A3G1QTT3	30496917	10.1016/j.phytochem.2018.11.015	Diterpene synthases facilitating production of the kaurane skeleton of eriocalyxin B in the medicinal plant Isodon eriocalyx.	Du G.; Gong H.-Y.; Feng K.-N.; Chen Q.-Q.; Yang Y.-L.; Fu X.-L.; Lu S.; Zeng Y.	Phytochemistry	158	96-102	2019	journal article	NUCLEOTIDE SEQUENCE [MRNA]; FUNCTION; TISSUE SPECIFICITY	https://pubmed.ncbi.nlm.nih.gov/30496917/																																																																																																																																																																																																																																																																																																																																																																																																	
A0A3G1QTU5	30496917	10.1016/j.phytochem.2018.11.015	Diterpene synthases facilitating production of the kaurane skeleton of eriocalyxin B in the medicinal plant Isodon eriocalyx.	Du G.; Gong H.-Y.; Feng K.-N.; Chen Q.-Q.; Yang Y.-L.; Fu X.-L.; Lu S.; Zeng Y.	Phytochemistry	158	96-102	2019	journal article	NUCLEOTIDE SEQUENCE [MRNA]; FUNCTION; CATALYTIC ACTIVITY; PATHWAY; TISSUE SPECIFICITY; DEVELOPMENTAL STAGE	https://pubmed.ncbi.nlm.nih.gov/30496917/																																																																																																																																																																																																																																																																																																																																																																																																	
A0A3G9GNJ4	30417647	10.1021/acs.orglett.8b03268	Elucidation and heterologous reconstitution of chrodrimanin B biosynthesis.	Bai T.; Quan Z.; Zhai R.; Awakawa T.; Matsuda Y.; Abe I.	Org. Lett.	20	7504-7508	2018	journal article	NUCLEOTIDE SEQUENCE [GENOMIC DNA]; FUNCTION; CATALYTIC ACTIVITY; PATHWAY	https://pubmed.ncbi.nlm.nih.gov/30417647/	26115570	10.1016/j.bmcl.2015.06.026	Verruculides A and B, two new protein tyrosine phosphatase 1B inhibitors from an Indonesian ascidian-derived Penicillium verruculosum.	Yamazaki H.; Nakayama W.; Takahashi O.; Kirikoshi R.; Izumikawa Y.; Iwasaki K.; Toraiwa K.; Ukai K.; Rotinsulu H.; Wewengkang D.S.; Sumilat D.A.; Mangindaan R.E.; Namikoshi M.	Bioorg. Med. Chem. Lett.	25	3087-3090	2015	journal article	BIOTECHNOLOGY	https://pubmed.ncbi.nlm.nih.gov/26115570/	25902139	10.1371/journal.pone.0122629	Meroterpenoid Chrodrimanins Are Selective and Potent Blockers of Insect GABA-Gated Chloride Channels.	Xu Y.; Furutani S.; Ihara M.; Ling Y.; Yang X.; Kai K.; Hayashi H.; Matsuda K.	PLoS ONE	10	E0122629-E0122629	2015	journal article	BIOTECHNOLOGY	https://pubmed.ncbi.nlm.nih.gov/25902139/																																																																																																																																																																																																																																																																																																																																																																											
A0A3G9GNK2	30417647	10.1021/acs.orglett.8b03268	Elucidation and heterologous reconstitution of chrodrimanin B biosynthesis.	Bai T.; Quan Z.; Zhai R.; Awakawa T.; Matsuda Y.; Abe I.	Org. Lett.	20	7504-7508	2018	journal article	NUCLEOTIDE SEQUENCE [GENOMIC DNA]; FUNCTION; CATALYTIC ACTIVITY; PATHWAY	https://pubmed.ncbi.nlm.nih.gov/30417647/	26115570	10.1016/j.bmcl.2015.06.026	Verruculides A and B, two new protein tyrosine phosphatase 1B inhibitors from an Indonesian ascidian-derived Penicillium verruculosum.	Yamazaki H.; Nakayama W.; Takahashi O.; Kirikoshi R.; Izumikawa Y.; Iwasaki K.; Toraiwa K.; Ukai K.; Rotinsulu H.; Wewengkang D.S.; Sumilat D.A.; Mangindaan R.E.; Namikoshi M.	Bioorg. Med. Chem. Lett.	25	3087-3090	2015	journal article	BIOTECHNOLOGY	https://pubmed.ncbi.nlm.nih.gov/26115570/	25902139	10.1371/journal.pone.0122629	Meroterpenoid Chrodrimanins Are Selective and Potent Blockers of Insect GABA-Gated Chloride Channels.	Xu Y.; Furutani S.; Ihara M.; Ling Y.; Yang X.; Kai K.; Hayashi H.; Matsuda K.	PLoS ONE	10	E0122629-E0122629	2015	journal article	BIOTECHNOLOGY	https://pubmed.ncbi.nlm.nih.gov/25902139/																																																																																																																																																																																																																																																																																																																																																																											
A0A3G9GQ29	30417647	10.1021/acs.orglett.8b03268	Elucidation and heterologous reconstitution of chrodrimanin B biosynthesis.	Bai T.; Quan Z.; Zhai R.; Awakawa T.; Matsuda Y.; Abe I.	Org. Lett.	20	7504-7508	2018	journal article	NUCLEOTIDE SEQUENCE [GENOMIC DNA]; FUNCTION; DOMAIN; CATALYTIC ACTIVITY; PATHWAY	https://pubmed.ncbi.nlm.nih.gov/30417647/	26115570	10.1016/j.bmcl.2015.06.026	Verruculides A and B, two new protein tyrosine phosphatase 1B inhibitors from an Indonesian ascidian-derived Penicillium verruculosum.	Yamazaki H.; Nakayama W.; Takahashi O.; Kirikoshi R.; Izumikawa Y.; Iwasaki K.; Toraiwa K.; Ukai K.; Rotinsulu H.; Wewengkang D.S.; Sumilat D.A.; Mangindaan R.E.; Namikoshi M.	Bioorg. Med. Chem. Lett.	25	3087-3090	2015	journal article	BIOTECHNOLOGY	https://pubmed.ncbi.nlm.nih.gov/26115570/	25902139	10.1371/journal.pone.0122629	Meroterpenoid Chrodrimanins Are Selective and Potent Blockers of Insect GABA-Gated Chloride Channels.	Xu Y.; Furutani S.; Ihara M.; Ling Y.; Yang X.; Kai K.; Hayashi H.; Matsuda K.	PLoS ONE	10	E0122629-E0122629	2015	journal article	BIOTECHNOLOGY	https://pubmed.ncbi.nlm.nih.gov/25902139/																																																																																																																																																																																																																																																																																																																																																																											
A0A3G9GR23	30417647	10.1021/acs.orglett.8b03268	Elucidation and heterologous reconstitution of chrodrimanin B biosynthesis.	Bai T.; Quan Z.; Zhai R.; Awakawa T.; Matsuda Y.; Abe I.	Org. Lett.	20	7504-7508	2018	journal article	NUCLEOTIDE SEQUENCE [GENOMIC DNA]; FUNCTION; CATALYTIC ACTIVITY; PATHWAY	https://pubmed.ncbi.nlm.nih.gov/30417647/	26115570	10.1016/j.bmcl.2015.06.026	Verruculides A and B, two new protein tyrosine phosphatase 1B inhibitors from an Indonesian ascidian-derived Penicillium verruculosum.	Yamazaki H.; Nakayama W.; Takahashi O.; Kirikoshi R.; Izumikawa Y.; Iwasaki K.; Toraiwa K.; Ukai K.; Rotinsulu H.; Wewengkang D.S.; Sumilat D.A.; Mangindaan R.E.; Namikoshi M.	Bioorg. Med. Chem. Lett.	25	3087-3090	2015	journal article	BIOTECHNOLOGY	https://pubmed.ncbi.nlm.nih.gov/26115570/	25902139	10.1371/journal.pone.0122629	Meroterpenoid Chrodrimanins Are Selective and Potent Blockers of Insect GABA-Gated Chloride Channels.	Xu Y.; Furutani S.; Ihara M.; Ling Y.; Yang X.; Kai K.; Hayashi H.; Matsuda K.	PLoS ONE	10	E0122629-E0122629	2015	journal article	BIOTECHNOLOGY	https://pubmed.ncbi.nlm.nih.gov/25902139/																																																																																																																																																																																																																																																																																																																																																																											
A0A3G9GUR6	30417647	10.1021/acs.orglett.8b03268	Elucidation and heterologous reconstitution of chrodrimanin B biosynthesis.	Bai T.; Quan Z.; Zhai R.; Awakawa T.; Matsuda Y.; Abe I.	Org. Lett.	20	7504-7508	2018	journal article	NUCLEOTIDE SEQUENCE [GENOMIC DNA]; FUNCTION; CATALYTIC ACTIVITY; PATHWAY	https://pubmed.ncbi.nlm.nih.gov/30417647/	26115570	10.1016/j.bmcl.2015.06.026	Verruculides A and B, two new protein tyrosine phosphatase 1B inhibitors from an Indonesian ascidian-derived Penicillium verruculosum.	Yamazaki H.; Nakayama W.; Takahashi O.; Kirikoshi R.; Izumikawa Y.; Iwasaki K.; Toraiwa K.; Ukai K.; Rotinsulu H.; Wewengkang D.S.; Sumilat D.A.; Mangindaan R.E.; Namikoshi M.	Bioorg. Med. Chem. Lett.	25	3087-3090	2015	journal article	BIOTECHNOLOGY	https://pubmed.ncbi.nlm.nih.gov/26115570/	25902139	10.1371/journal.pone.0122629	Meroterpenoid Chrodrimanins Are Selective and Potent Blockers of Insect GABA-Gated Chloride Channels.	Xu Y.; Furutani S.; Ihara M.; Ling Y.; Yang X.; Kai K.; Hayashi H.; Matsuda K.	PLoS ONE	10	E0122629-E0122629	2015	journal article	BIOTECHNOLOGY	https://pubmed.ncbi.nlm.nih.gov/25902139/																																																																																																																																																																																																																																																																																																																																																																											
A0A3G9GX61	30417647	10.1021/acs.orglett.8b03268	Elucidation and heterologous reconstitution of chrodrimanin B biosynthesis.	Bai T.; Quan Z.; Zhai R.; Awakawa T.; Matsuda Y.; Abe I.	Org. Lett.	20	7504-7508	2018	journal article	NUCLEOTIDE SEQUENCE [GENOMIC DNA]; FUNCTION; CATALYTIC ACTIVITY; PATHWAY	https://pubmed.ncbi.nlm.nih.gov/30417647/	26115570	10.1016/j.bmcl.2015.06.026	Verruculides A and B, two new protein tyrosine phosphatase 1B inhibitors from an Indonesian ascidian-derived Penicillium verruculosum.	Yamazaki H.; Nakayama W.; Takahashi O.; Kirikoshi R.; Izumikawa Y.; Iwasaki K.; Toraiwa K.; Ukai K.; Rotinsulu H.; Wewengkang D.S.; Sumilat D.A.; Mangindaan R.E.; Namikoshi M.	Bioorg. Med. Chem. Lett.	25	3087-3090	2015	journal article	BIOTECHNOLOGY	https://pubmed.ncbi.nlm.nih.gov/26115570/	25902139	10.1371/journal.pone.0122629	Meroterpenoid Chrodrimanins Are Selective and Potent Blockers of Insect GABA-Gated Chloride Channels.	Xu Y.; Furutani S.; Ihara M.; Ling Y.; Yang X.; Kai K.; Hayashi H.; Matsuda K.	PLoS ONE	10	E0122629-E0122629	2015	journal article	BIOTECHNOLOGY	https://pubmed.ncbi.nlm.nih.gov/25902139/																																																																																																																																																																																																																																																																																																																																																																											
A0A3G9H185	30417647	10.1021/acs.orglett.8b03268	Elucidation and heterologous reconstitution of chrodrimanin B biosynthesis.	Bai T.; Quan Z.; Zhai R.; Awakawa T.; Matsuda Y.; Abe I.	Org. Lett.	20	7504-7508	2018	journal article	NUCLEOTIDE SEQUENCE [GENOMIC DNA]; FUNCTION; CATALYTIC ACTIVITY; PATHWAY	https://pubmed.ncbi.nlm.nih.gov/30417647/	26115570	10.1016/j.bmcl.2015.06.026	Verruculides A and B, two new protein tyrosine phosphatase 1B inhibitors from an Indonesian ascidian-derived Penicillium verruculosum.	Yamazaki H.; Nakayama W.; Takahashi O.; Kirikoshi R.; Izumikawa Y.; Iwasaki K.; Toraiwa K.; Ukai K.; Rotinsulu H.; Wewengkang D.S.; Sumilat D.A.; Mangindaan R.E.; Namikoshi M.	Bioorg. Med. Chem. Lett.	25	3087-3090	2015	journal article	BIOTECHNOLOGY	https://pubmed.ncbi.nlm.nih.gov/26115570/	25902139	10.1371/journal.pone.0122629	Meroterpenoid Chrodrimanins Are Selective and Potent Blockers of Insect GABA-Gated Chloride Channels.	Xu Y.; Furutani S.; Ihara M.; Ling Y.; Yang X.; Kai K.; Hayashi H.; Matsuda K.	PLoS ONE	10	E0122629-E0122629	2015	journal article	BIOTECHNOLOGY	https://pubmed.ncbi.nlm.nih.gov/25902139/																																																																																																																																																																																																																																																																																																																																																																											
A0A3G9H8P0	30417647	10.1021/acs.orglett.8b03268	Elucidation and heterologous reconstitution of chrodrimanin B biosynthesis.	Bai T.; Quan Z.; Zhai R.; Awakawa T.; Matsuda Y.; Abe I.	Org. Lett.	20	7504-7508	2018	journal article	NUCLEOTIDE SEQUENCE [GENOMIC DNA]; FUNCTION; CATALYTIC ACTIVITY; PATHWAY	https://pubmed.ncbi.nlm.nih.gov/30417647/	26115570	10.1016/j.bmcl.2015.06.026	Verruculides A and B, two new protein tyrosine phosphatase 1B inhibitors from an Indonesian ascidian-derived Penicillium verruculosum.	Yamazaki H.; Nakayama W.; Takahashi O.; Kirikoshi R.; Izumikawa Y.; Iwasaki K.; Toraiwa K.; Ukai K.; Rotinsulu H.; Wewengkang D.S.; Sumilat D.A.; Mangindaan R.E.; Namikoshi M.	Bioorg. Med. Chem. Lett.	25	3087-3090	2015	journal article	BIOTECHNOLOGY	https://pubmed.ncbi.nlm.nih.gov/26115570/	25902139	10.1371/journal.pone.0122629	Meroterpenoid Chrodrimanins Are Selective and Potent Blockers of Insect GABA-Gated Chloride Channels.	Xu Y.; Furutani S.; Ihara M.; Ling Y.; Yang X.; Kai K.; Hayashi H.; Matsuda K.	PLoS ONE	10	E0122629-E0122629	2015	journal article	BIOTECHNOLOGY	https://pubmed.ncbi.nlm.nih.gov/25902139/																																																																																																																																																																																																																																																																																																																																																																											
A0A3G9HAL8	30417647	10.1021/acs.orglett.8b03268	Elucidation and heterologous reconstitution of chrodrimanin B biosynthesis.	Bai T.; Quan Z.; Zhai R.; Awakawa T.; Matsuda Y.; Abe I.	Org. Lett.	20	7504-7508	2018	journal article	NUCLEOTIDE SEQUENCE [GENOMIC DNA]; FUNCTION; CATALYTIC ACTIVITY; PATHWAY	https://pubmed.ncbi.nlm.nih.gov/30417647/	26115570	10.1016/j.bmcl.2015.06.026	Verruculides A and B, two new protein tyrosine phosphatase 1B inhibitors from an Indonesian ascidian-derived Penicillium verruculosum.	Yamazaki H.; Nakayama W.; Takahashi O.; Kirikoshi R.; Izumikawa Y.; Iwasaki K.; Toraiwa K.; Ukai K.; Rotinsulu H.; Wewengkang D.S.; Sumilat D.A.; Mangindaan R.E.; Namikoshi M.	Bioorg. Med. Chem. Lett.	25	3087-3090	2015	journal article	BIOTECHNOLOGY	https://pubmed.ncbi.nlm.nih.gov/26115570/	25902139	10.1371/journal.pone.0122629	Meroterpenoid Chrodrimanins Are Selective and Potent Blockers of Insect GABA-Gated Chloride Channels.	Xu Y.; Furutani S.; Ihara M.; Ling Y.; Yang X.; Kai K.; Hayashi H.; Matsuda K.	PLoS ONE	10	E0122629-E0122629	2015	journal article	BIOTECHNOLOGY	https://pubmed.ncbi.nlm.nih.gov/25902139/																																																																																																																																																																																																																																																																																																																																																																											
A0A3L6G2C1	30061735	10.1038/s41588-018-0182-0	Extensive intraspecific gene order and gene structural variations between Mo17 and other maize genomes.	Sun S.; Zhou Y.; Chen J.; Shi J.; Zhao H.; Zhao H.; Song W.; Zhang M.; Cui Y.; Dong X.; Liu H.; Ma X.; Jiao Y.; Wang B.; Wei X.; Stein J.C.; Glaubitz J.C.; Lu F.; Yu G.; Liang C.; Fengler K.; Li B.; Rafalski A.; Schnable P.S.; Ware D.H.; Buckler E.S.; Lai J.	Nat. Genet.	50	1289-1295	2018	journal article	NUCLEOTIDE SEQUENCE [LARGE SCALE GENOMIC DNA]	https://pubmed.ncbi.nlm.nih.gov/30061735/																																																																																																																																																																																																																																																																																																																																																																																																	
A0A3L6G998	30061735	10.1038/s41588-018-0182-0	Extensive intraspecific gene order and gene structural variations between Mo17 and other maize genomes.	Sun S.; Zhou Y.; Chen J.; Shi J.; Zhao H.; Zhao H.; Song W.; Zhang M.; Cui Y.; Dong X.; Liu H.; Ma X.; Jiao Y.; Wang B.; Wei X.; Stein J.C.; Glaubitz J.C.; Lu F.; Yu G.; Liang C.; Fengler K.; Li B.; Rafalski A.; Schnable P.S.; Ware D.H.; Buckler E.S.; Lai J.	Nat. Genet.	50	1289-1295	2018	journal article	NUCLEOTIDE SEQUENCE [LARGE SCALE GENOMIC DNA]	https://pubmed.ncbi.nlm.nih.gov/30061735/																																																																																																																																																																																																																																																																																																																																																																																																	
A0A3Q7GFB5	20409007	10.1111/j.1365-313x.2010.04232.x	WRKY72-type transcription factors contribute to basal immunity in tomato and Arabidopsis as well as gene-for-gene resistance mediated by the tomato R gene Mi-1.	Bhattarai K.K.; Atamian H.S.; Kaloshian I.; Eulgem T.	Plant J.	63	229-240	2010	journal article	NUCLEOTIDE SEQUENCE [MRNA]; FUNCTION; INDUCTION	https://pubmed.ncbi.nlm.nih.gov/20409007/	22660326	10.1038/nature11119	The tomato genome sequence provides insights into fleshy fruit evolution.		Nature	485	635-641	2012	journal article	NUCLEOTIDE SEQUENCE [LARGE SCALE GENOMIC DNA]	https://pubmed.ncbi.nlm.nih.gov/22660326/	24884371	10.1186/1471-2164-15-402	RNA sequencing on Solanum lycopersicum trichomes identifies transcription factors that activate terpene synthase promoters.	Spyropoulou E.A.; Haring M.A.; Schuurink R.C.	BMC Genomics	15	402-402	2014	journal article	FUNCTION; TISSUE SPECIFICITY	https://pubmed.ncbi.nlm.nih.gov/24884371/																																																																																																																																																																																																																																																																																																																																																																											
A0A3Q9FEJ4	30548032	10.1039/c8ob02832j	Biosynthesis of an anti-tuberculosis sesterterpenoid asperterpenoid A.	Huang J.H.; Lv J.M.; Wang Q.Z.; Zou J.; Lu Y.J.; Wang Q.L.; Chen D.N.; Yao X.S.; Gao H.; Hu D.	Org. Biomol. Chem.	17	248-251	2019	journal article	NUCLEOTIDE SEQUENCE [GENOMIC DNA]; FUNCTION; CATALYTIC ACTIVITY; PATHWAY; BIOTECHNOLOGY	https://pubmed.ncbi.nlm.nih.gov/30548032/																																																																																																																																																																																																																																																																																																																																																																																																	
A0A3Q9FFM1	30548032	10.1039/c8ob02832j	Biosynthesis of an anti-tuberculosis sesterterpenoid asperterpenoid A.	Huang J.H.; Lv J.M.; Wang Q.Z.; Zou J.; Lu Y.J.; Wang Q.L.; Chen D.N.; Yao X.S.; Gao H.; Hu D.	Org. Biomol. Chem.	17	248-251	2019	journal article	NUCLEOTIDE SEQUENCE [GENOMIC DNA]; FUNCTION; CATALYTIC ACTIVITY; PATHWAY; BIOTECHNOLOGY	https://pubmed.ncbi.nlm.nih.gov/30548032/																																																																																																																																																																																																																																																																																																																																																																																																	
A0A3S5XFG0		10.1039/c8qo01124a	Genome mining for fungal polyketide-diterpenoid hybrids: discovery of key terpene cyclases and multifunctional P450s for structural diversification.	Wang W.G.; Du L.Q.; Sheng S.L.; Li A.; Li Y.P.; Cheng G.G.; Li G.P.; Sun G.; Hu Q.; Matsuda Y.	Org. Chem. Front.	6	571-578	2019	journal article	NUCLEOTIDE SEQUENCE [GENOMIC DNA]; FUNCTION; CATALYTIC ACTIVITY; PATHWAY; BIOTECHNOLOGY	https://doi.org/10.1039/c8qo01124a																																																																																																																																																																																																																																																																																																																																																																																																	
A0A3S9NM20	30548032	10.1039/c8ob02832j	Biosynthesis of an anti-tuberculosis sesterterpenoid asperterpenoid A.	Huang J.H.; Lv J.M.; Wang Q.Z.; Zou J.; Lu Y.J.; Wang Q.L.; Chen D.N.; Yao X.S.; Gao H.; Hu D.	Org. Biomol. Chem.	17	248-251	2019	journal article	NUCLEOTIDE SEQUENCE [GENOMIC DNA]; FUNCTION; CATALYTIC ACTIVITY; PATHWAY; BIOTECHNOLOGY	https://pubmed.ncbi.nlm.nih.gov/30548032/																																																																																																																																																																																																																																																																																																																																																																																																	
A0A3T0ZHJ0		10.1039/c8qo01124a	Genome mining for fungal polyketide-diterpenoid hybrids: discovery of key terpene cyclases and multifunctional P450s for structural diversification.	Wang W.G.; Du L.Q.; Sheng S.L.; Li A.; Li Y.P.; Cheng G.G.; Li G.P.; Sun G.; Hu Q.; Matsuda Y.	Org. Chem. Front.	6	571-578	2019	journal article	NUCLEOTIDE SEQUENCE [GENOMIC DNA]; FUNCTION; CATALYTIC ACTIVITY; PATHWAY; BIOTECHNOLOGY	https://doi.org/10.1039/c8qo01124a																																																																																																																																																																																																																																																																																																																																																																																																	
A0A3T0ZHJ5		10.1039/c8qo01124a	Genome mining for fungal polyketide-diterpenoid hybrids: discovery of key terpene cyclases and multifunctional P450s for structural diversification.	Wang W.G.; Du L.Q.; Sheng S.L.; Li A.; Li Y.P.; Cheng G.G.; Li G.P.; Sun G.; Hu Q.; Matsuda Y.	Org. Chem. Front.	6	571-578	2019	journal article	NUCLEOTIDE SEQUENCE [GENOMIC DNA]; FUNCTION; CATALYTIC ACTIVITY; PATHWAY; BIOTECHNOLOGY	https://doi.org/10.1039/c8qo01124a																																																																																																																																																																																																																																																																																																																																																																																																	
A0A3T0ZHK6		10.1039/c8qo01124a	Genome mining for fungal polyketide-diterpenoid hybrids: discovery of key terpene cyclases and multifunctional P450s for structural diversification.	Wang W.G.; Du L.Q.; Sheng S.L.; Li A.; Li Y.P.; Cheng G.G.; Li G.P.; Sun G.; Hu Q.; Matsuda Y.	Org. Chem. Front.	6	571-578	2019	journal article	NUCLEOTIDE SEQUENCE [GENOMIC DNA]; FUNCTION; CATALYTIC ACTIVITY; PATHWAY; BIOTECHNOLOGY	https://doi.org/10.1039/c8qo01124a																																																																																																																																																																																																																																																																																																																																																																																																	
A0A3T0ZHK9		10.1039/c8qo01124a	Genome mining for fungal polyketide-diterpenoid hybrids: discovery of key terpene cyclases and multifunctional P450s for structural diversification.	Wang W.G.; Du L.Q.; Sheng S.L.; Li A.; Li Y.P.; Cheng G.G.; Li G.P.; Sun G.; Hu Q.; Matsuda Y.	Org. Chem. Front.	6	571-578	2019	journal article	NUCLEOTIDE SEQUENCE [GENOMIC DNA]; FUNCTION; CATALYTIC ACTIVITY; PATHWAY; BIOTECHNOLOGY	https://doi.org/10.1039/c8qo01124a																																																																																																																																																																																																																																																																																																																																																																																																	
A0A3T0ZHL2		10.1039/c8qo01124a	Genome mining for fungal polyketide-diterpenoid hybrids: discovery of key terpene cyclases and multifunctional P450s for structural diversification.	Wang W.G.; Du L.Q.; Sheng S.L.; Li A.; Li Y.P.; Cheng G.G.; Li G.P.; Sun G.; Hu Q.; Matsuda Y.	Org. Chem. Front.	6	571-578	2019	journal article	NUCLEOTIDE SEQUENCE [GENOMIC DNA]; FUNCTION; CATALYTIC ACTIVITY; PATHWAY; BIOTECHNOLOGY	https://doi.org/10.1039/c8qo01124a																																																																																																																																																																																																																																																																																																																																																																																																	
A0A3T0ZHL4		10.1039/c8qo01124a	Genome mining for fungal polyketide-diterpenoid hybrids: discovery of key terpene cyclases and multifunctional P450s for structural diversification.	Wang W.G.; Du L.Q.; Sheng S.L.; Li A.; Li Y.P.; Cheng G.G.; Li G.P.; Sun G.; Hu Q.; Matsuda Y.	Org. Chem. Front.	6	571-578	2019	journal article	NUCLEOTIDE SEQUENCE [GENOMIC DNA]; FUNCTION; CATALYTIC ACTIVITY; PATHWAY; BIOTECHNOLOGY	https://doi.org/10.1039/c8qo01124a																																																																																																																																																																																																																																																																																																																																																																																																	
A0A455LLV4	29797385	10.1002/anie.201804317	Genome mining and comparative biosynthesis of meroterpenoids from two phylogenetically distinct fungi.	Zhang X.; Wang T.T.; Xu Q.L.; Xiong Y.; Zhang L.; Han H.; Xu K.; Guo W.J.; Xu Q.; Tan R.X.; Ge H.M.	Angew. Chem. Int. Ed.	57	8184-8188	2018	journal article	NUCLEOTIDE SEQUENCE [MRNA]; FUNCTION; PATHWAY	https://pubmed.ncbi.nlm.nih.gov/29797385/																																																																																																																																																																																																																																																																																																																																																																																																	
A0A455LLV8	29797385	10.1002/anie.201804317	Genome mining and comparative biosynthesis of meroterpenoids from two phylogenetically distinct fungi.	Zhang X.; Wang T.T.; Xu Q.L.; Xiong Y.; Zhang L.; Han H.; Xu K.; Guo W.J.; Xu Q.; Tan R.X.; Ge H.M.	Angew. Chem. Int. Ed.	57	8184-8188	2018	journal article	NUCLEOTIDE SEQUENCE [MRNA]; FUNCTION; PATHWAY	https://pubmed.ncbi.nlm.nih.gov/29797385/																																																																																																																																																																																																																																																																																																																																																																																																	
