Entry	INSDC_Nuc_ID_1	INSDC_Nuc_EMBL_Link_1	INSDC_Nuc_GenBank_Link_1	INSDC_Nuc_DDBJ_Link_1	INSDC_Prot_ID_1	INSDC_Prot_EMBL_Link_1	INSDC_Prot_GenBank_Link_1	INSDC_Prot_DDBJ_Link_1	INSDC_Molecule_1	INSDC_Nuc_ID_2	INSDC_Nuc_EMBL_Link_2	INSDC_Nuc_GenBank_Link_2	INSDC_Nuc_DDBJ_Link_2	INSDC_Prot_ID_2	INSDC_Prot_EMBL_Link_2	INSDC_Prot_GenBank_Link_2	INSDC_Prot_DDBJ_Link_2	INSDC_Molecule_2	INSDC_Nuc_ID_3	INSDC_Nuc_EMBL_Link_3	INSDC_Nuc_GenBank_Link_3	INSDC_Nuc_DDBJ_Link_3	INSDC_Prot_ID_3	INSDC_Prot_EMBL_Link_3	INSDC_Prot_GenBank_Link_3	INSDC_Prot_DDBJ_Link_3	INSDC_Molecule_3	INSDC_Nuc_ID_4	INSDC_Nuc_EMBL_Link_4	INSDC_Nuc_GenBank_Link_4	INSDC_Nuc_DDBJ_Link_4	INSDC_Prot_ID_4	INSDC_Prot_EMBL_Link_4	INSDC_Prot_GenBank_Link_4	INSDC_Prot_DDBJ_Link_4	INSDC_Molecule_4	INSDC_Nuc_ID_5	INSDC_Nuc_EMBL_Link_5	INSDC_Nuc_GenBank_Link_5	INSDC_Nuc_DDBJ_Link_5	INSDC_Prot_ID_5	INSDC_Prot_EMBL_Link_5	INSDC_Prot_GenBank_Link_5	INSDC_Prot_DDBJ_Link_5	INSDC_Molecule_5	INSDC_Nuc_ID_6	INSDC_Nuc_EMBL_Link_6	INSDC_Nuc_GenBank_Link_6	INSDC_Nuc_DDBJ_Link_6	INSDC_Prot_ID_6	INSDC_Prot_EMBL_Link_6	INSDC_Prot_GenBank_Link_6	INSDC_Prot_DDBJ_Link_6	INSDC_Molecule_6	INSDC_Nuc_ID_7	INSDC_Nuc_EMBL_Link_7	INSDC_Nuc_GenBank_Link_7	INSDC_Nuc_DDBJ_Link_7	INSDC_Prot_ID_7	INSDC_Prot_EMBL_Link_7	INSDC_Prot_GenBank_Link_7	INSDC_Prot_DDBJ_Link_7	INSDC_Molecule_7	INSDC_Nuc_ID_8	INSDC_Nuc_EMBL_Link_8	INSDC_Nuc_GenBank_Link_8	INSDC_Nuc_DDBJ_Link_8	INSDC_Prot_ID_8	INSDC_Prot_EMBL_Link_8	INSDC_Prot_GenBank_Link_8	INSDC_Prot_DDBJ_Link_8	INSDC_Molecule_8	INSDC_Nuc_ID_9	INSDC_Nuc_EMBL_Link_9	INSDC_Nuc_GenBank_Link_9	INSDC_Nuc_DDBJ_Link_9	INSDC_Prot_ID_9	INSDC_Prot_EMBL_Link_9	INSDC_Prot_GenBank_Link_9	INSDC_Prot_DDBJ_Link_9	INSDC_Molecule_9	INSDC_Nuc_ID_10	INSDC_Nuc_EMBL_Link_10	INSDC_Nuc_GenBank_Link_10	INSDC_Nuc_DDBJ_Link_10	INSDC_Prot_ID_10	INSDC_Prot_EMBL_Link_10	INSDC_Prot_GenBank_Link_10	INSDC_Prot_DDBJ_Link_10	INSDC_Molecule_10	INSDC_Nuc_ID_11	INSDC_Nuc_EMBL_Link_11	INSDC_Nuc_GenBank_Link_11	INSDC_Nuc_DDBJ_Link_11	INSDC_Prot_ID_11	INSDC_Prot_EMBL_Link_11	INSDC_Prot_GenBank_Link_11	INSDC_Prot_DDBJ_Link_11	INSDC_Molecule_11	INSDC_Nuc_ID_12	INSDC_Nuc_EMBL_Link_12	INSDC_Nuc_GenBank_Link_12	INSDC_Nuc_DDBJ_Link_12	INSDC_Prot_ID_12	INSDC_Prot_EMBL_Link_12	INSDC_Prot_GenBank_Link_12	INSDC_Prot_DDBJ_Link_12	INSDC_Molecule_12	INSDC_Nuc_ID_13	INSDC_Nuc_EMBL_Link_13	INSDC_Nuc_GenBank_Link_13	INSDC_Nuc_DDBJ_Link_13	INSDC_Prot_ID_13	INSDC_Prot_EMBL_Link_13	INSDC_Prot_GenBank_Link_13	INSDC_Prot_DDBJ_Link_13	INSDC_Molecule_13	INSDC_Nuc_ID_14	INSDC_Nuc_EMBL_Link_14	INSDC_Nuc_GenBank_Link_14	INSDC_Nuc_DDBJ_Link_14	INSDC_Prot_ID_14	INSDC_Prot_EMBL_Link_14	INSDC_Prot_GenBank_Link_14	INSDC_Prot_DDBJ_Link_14	INSDC_Molecule_14	INSDC_Nuc_ID_15	INSDC_Nuc_EMBL_Link_15	INSDC_Nuc_GenBank_Link_15	INSDC_Nuc_DDBJ_Link_15	INSDC_Prot_ID_15	INSDC_Prot_EMBL_Link_15	INSDC_Prot_GenBank_Link_15	INSDC_Prot_DDBJ_Link_15	INSDC_Molecule_15	INSDC_Nuc_ID_16	INSDC_Nuc_EMBL_Link_16	INSDC_Nuc_GenBank_Link_16	INSDC_Nuc_DDBJ_Link_16	INSDC_Prot_ID_16	INSDC_Prot_EMBL_Link_16	INSDC_Prot_GenBank_Link_16	INSDC_Prot_DDBJ_Link_16	INSDC_Molecule_16	INSDC_Nuc_ID_17	INSDC_Nuc_EMBL_Link_17	INSDC_Nuc_GenBank_Link_17	INSDC_Nuc_DDBJ_Link_17	INSDC_Prot_ID_17	INSDC_Prot_EMBL_Link_17	INSDC_Prot_GenBank_Link_17	INSDC_Prot_DDBJ_Link_17	INSDC_Molecule_17	INSDC_Nuc_ID_18	INSDC_Nuc_EMBL_Link_18	INSDC_Nuc_GenBank_Link_18	INSDC_Nuc_DDBJ_Link_18	INSDC_Prot_ID_18	INSDC_Prot_EMBL_Link_18	INSDC_Prot_GenBank_Link_18	INSDC_Prot_DDBJ_Link_18	INSDC_Molecule_18	INSDC_Nuc_ID_19	INSDC_Nuc_EMBL_Link_19	INSDC_Nuc_GenBank_Link_19	INSDC_Nuc_DDBJ_Link_19	INSDC_Prot_ID_19	INSDC_Prot_EMBL_Link_19	INSDC_Prot_GenBank_Link_19	INSDC_Prot_DDBJ_Link_19	INSDC_Molecule_19	INSDC_Nuc_ID_20	INSDC_Nuc_EMBL_Link_20	INSDC_Nuc_GenBank_Link_20	INSDC_Nuc_DDBJ_Link_20	INSDC_Prot_ID_20	INSDC_Prot_EMBL_Link_20	INSDC_Prot_GenBank_Link_20	INSDC_Prot_DDBJ_Link_20	INSDC_Molecule_20	INSDC_Nuc_ID_21	INSDC_Nuc_EMBL_Link_21	INSDC_Nuc_GenBank_Link_21	INSDC_Nuc_DDBJ_Link_21	INSDC_Prot_ID_21	INSDC_Prot_EMBL_Link_21	INSDC_Prot_GenBank_Link_21	INSDC_Prot_DDBJ_Link_21	INSDC_Molecule_21	INSDC_Nuc_ID_22	INSDC_Nuc_EMBL_Link_22	INSDC_Nuc_GenBank_Link_22	INSDC_Nuc_DDBJ_Link_22	INSDC_Prot_ID_22	INSDC_Prot_EMBL_Link_22	INSDC_Prot_GenBank_Link_22	INSDC_Prot_DDBJ_Link_22	INSDC_Molecule_22	INSDC_Nuc_ID_23	INSDC_Nuc_EMBL_Link_23	INSDC_Nuc_GenBank_Link_23	INSDC_Nuc_DDBJ_Link_23	INSDC_Prot_ID_23	INSDC_Prot_EMBL_Link_23	INSDC_Prot_GenBank_Link_23	INSDC_Prot_DDBJ_Link_23	INSDC_Molecule_23	INSDC_Nuc_ID_24	INSDC_Nuc_EMBL_Link_24	INSDC_Nuc_GenBank_Link_24	INSDC_Nuc_DDBJ_Link_24	INSDC_Prot_ID_24	INSDC_Prot_EMBL_Link_24	INSDC_Prot_GenBank_Link_24	INSDC_Prot_DDBJ_Link_24	INSDC_Molecule_24	RefSeq_Prot_ID_1	RefSeq_Prot_Link_1	RefSeq_Nuc_ID_1	RefSeq_Nuc_Link_1	RefSeq_Molecule_1	RefSeq_Prot_ID_2	RefSeq_Prot_Link_2	RefSeq_Nuc_ID_2	RefSeq_Nuc_Link_2	RefSeq_Molecule_2	RefSeq_Prot_ID_3	RefSeq_Prot_Link_3	RefSeq_Nuc_ID_3	RefSeq_Nuc_Link_3	RefSeq_Molecule_3	RefSeq_Prot_ID_4	RefSeq_Prot_Link_4	RefSeq_Nuc_ID_4	RefSeq_Nuc_Link_4	RefSeq_Molecule_4	RefSeq_Prot_ID_5	RefSeq_Prot_Link_5	RefSeq_Nuc_ID_5	RefSeq_Nuc_Link_5	RefSeq_Molecule_5	RefSeq_Prot_ID_6	RefSeq_Prot_Link_6	RefSeq_Nuc_ID_6	RefSeq_Nuc_Link_6	RefSeq_Molecule_6	RefSeq_Prot_ID_7	RefSeq_Prot_Link_7	RefSeq_Nuc_ID_7	RefSeq_Nuc_Link_7	RefSeq_Molecule_7	RefSeq_Prot_ID_8	RefSeq_Prot_Link_8	RefSeq_Nuc_ID_8	RefSeq_Nuc_Link_8	RefSeq_Molecule_8	RefSeq_Prot_ID_9	RefSeq_Prot_Link_9	RefSeq_Nuc_ID_9	RefSeq_Nuc_Link_9	RefSeq_Molecule_9	RefSeq_Prot_ID_10	RefSeq_Prot_Link_10	RefSeq_Nuc_ID_10	RefSeq_Nuc_Link_10	RefSeq_Molecule_10	RefSeq_Prot_ID_11	RefSeq_Prot_Link_11	RefSeq_Nuc_ID_11	RefSeq_Nuc_Link_11	RefSeq_Molecule_11
C5H429	EU704257	https://www.ebi.ac.uk/ena/browser/view/EU704257	https://www.ncbi.nlm.nih.gov/nucleotide/EU704257	https://getentry.ddbj.nig.ac.jp/getentry/na/EU704257	ACH61780.1	https://www.ebi.ac.uk/ena/browser/view/ACH61780.1	https://www.ncbi.nlm.nih.gov/protein/ACH61780.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/ACH61780.1	mRNA	JX898526	https://www.ebi.ac.uk/ena/browser/view/JX898526	https://www.ncbi.nlm.nih.gov/nucleotide/JX898526	https://getentry.ddbj.nig.ac.jp/getentry/na/JX898526	AGO50599.1	https://www.ebi.ac.uk/ena/browser/view/AGO50599.1	https://www.ncbi.nlm.nih.gov/protein/AGO50599.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/AGO50599.1	mRNA	JX898527	https://www.ebi.ac.uk/ena/browser/view/JX898527	https://www.ncbi.nlm.nih.gov/nucleotide/JX898527	https://getentry.ddbj.nig.ac.jp/getentry/na/JX898527	AGO50600.1	https://www.ebi.ac.uk/ena/browser/view/AGO50600.1	https://www.ncbi.nlm.nih.gov/protein/AGO50600.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/AGO50600.1	mRNA	KC505370	https://www.ebi.ac.uk/ena/browser/view/KC505370	https://www.ncbi.nlm.nih.gov/nucleotide/KC505370	https://getentry.ddbj.nig.ac.jp/getentry/na/KC505370	AGL34708.1	https://www.ebi.ac.uk/ena/browser/view/AGL34708.1	https://www.ncbi.nlm.nih.gov/protein/AGL34708.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/AGL34708.1	mRNA	PKPP01000231	https://www.ebi.ac.uk/ena/browser/view/PKPP01000231	https://www.ncbi.nlm.nih.gov/nucleotide/PKPP01000231	https://getentry.ddbj.nig.ac.jp/getentry/na/PKPP01000231	PWA95606.1	https://www.ebi.ac.uk/ena/browser/view/PWA95606.1	https://www.ncbi.nlm.nih.gov/protein/PWA95606.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/PWA95606.1	Genomic_DNA																																																																																																																																																																																																																																		
C5I9X1	FJ809784	https://www.ebi.ac.uk/ena/browser/view/FJ809784	https://www.ncbi.nlm.nih.gov/nucleotide/FJ809784	https://getentry.ddbj.nig.ac.jp/getentry/na/FJ809784	ACR61719.1	https://www.ebi.ac.uk/ena/browser/view/ACR61719.1	https://www.ncbi.nlm.nih.gov/protein/ACR61719.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/ACR61719.1	mRNA	PKPP01000165	https://www.ebi.ac.uk/ena/browser/view/PKPP01000165	https://www.ncbi.nlm.nih.gov/nucleotide/PKPP01000165	https://getentry.ddbj.nig.ac.jp/getentry/na/PKPP01000165	PWA96689.1	https://www.ebi.ac.uk/ena/browser/view/PWA96689.1	https://www.ncbi.nlm.nih.gov/protein/PWA96689.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/PWA96689.1	Genomic_DNA																																																																																																																																																																																																																																																													
C5YHH7	CM000766	https://www.ebi.ac.uk/ena/browser/view/CM000766	https://www.ncbi.nlm.nih.gov/nucleotide/CM000766	https://getentry.ddbj.nig.ac.jp/getentry/na/CM000766	EES13421.1	https://www.ebi.ac.uk/ena/browser/view/EES13421.1	https://www.ncbi.nlm.nih.gov/protein/EES13421.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/EES13421.1	Genomic_DNA																																																																																																																																																																																																																																																																						
C5YHI2	CM000766	https://www.ebi.ac.uk/ena/browser/view/CM000766	https://www.ncbi.nlm.nih.gov/nucleotide/CM000766	https://getentry.ddbj.nig.ac.jp/getentry/na/CM000766	EES13422.1	https://www.ebi.ac.uk/ena/browser/view/EES13422.1	https://www.ncbi.nlm.nih.gov/protein/EES13422.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/EES13422.1	Genomic_DNA																																																																																																																																																																																																																																																																						
C7ASI9	FJ609174	https://www.ebi.ac.uk/ena/browser/view/FJ609174	https://www.ncbi.nlm.nih.gov/nucleotide/FJ609174	https://getentry.ddbj.nig.ac.jp/getentry/na/FJ609174	ACM04452.2	https://www.ebi.ac.uk/ena/browser/view/ACM04452.2	https://www.ncbi.nlm.nih.gov/protein/ACM04452.2	https://getentry.ddbj.nig.ac.jp/getentry/aa/ACM04452.2	Genomic_DNA																																																																																																																																																																																																																																																																						
C7E5V7	GQ253104	https://www.ebi.ac.uk/ena/browser/view/GQ253104	https://www.ncbi.nlm.nih.gov/nucleotide/GQ253104	https://getentry.ddbj.nig.ac.jp/getentry/na/GQ253104	ACT37403.1	https://www.ebi.ac.uk/ena/browser/view/ACT37403.1	https://www.ncbi.nlm.nih.gov/protein/ACT37403.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/ACT37403.1	mRNA																																																																																																																																																																																																																																																																						
C7E5V8	GQ253105	https://www.ebi.ac.uk/ena/browser/view/GQ253105	https://www.ncbi.nlm.nih.gov/nucleotide/GQ253105	https://getentry.ddbj.nig.ac.jp/getentry/na/GQ253105	ACT37404.1	https://www.ebi.ac.uk/ena/browser/view/ACT37404.1	https://www.ncbi.nlm.nih.gov/protein/ACT37404.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/ACT37404.1	mRNA																																																																																																																																																																																																																																																																						
C7E5V9	GQ253106	https://www.ebi.ac.uk/ena/browser/view/GQ253106	https://www.ncbi.nlm.nih.gov/nucleotide/GQ253106	https://getentry.ddbj.nig.ac.jp/getentry/na/GQ253106	ACT37405.1	https://www.ebi.ac.uk/ena/browser/view/ACT37405.1	https://www.ncbi.nlm.nih.gov/protein/ACT37405.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/ACT37405.1	mRNA																																																																																																																																																																																																																																																																						
C7E5W0	GQ253107	https://www.ebi.ac.uk/ena/browser/view/GQ253107	https://www.ncbi.nlm.nih.gov/nucleotide/GQ253107	https://getentry.ddbj.nig.ac.jp/getentry/na/GQ253107	ACT37406.1	https://www.ebi.ac.uk/ena/browser/view/ACT37406.1	https://www.ncbi.nlm.nih.gov/protein/ACT37406.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/ACT37406.1	mRNA																																																																																																																																																																																																																																																																						
C7PLV2	CP001699	https://www.ebi.ac.uk/ena/browser/view/CP001699	https://www.ncbi.nlm.nih.gov/nucleotide/CP001699	https://getentry.ddbj.nig.ac.jp/getentry/na/CP001699	ACU62166.1	https://www.ebi.ac.uk/ena/browser/view/ACU62166.1	https://www.ncbi.nlm.nih.gov/protein/ACU62166.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/ACU62166.1	Genomic_DNA																																																																																																																																																																																																																WP_012792334.1	https://www.ncbi.nlm.nih.gov/protein/WP_012792334.1	NC_013132.1	https://www.ncbi.nlm.nih.gov/nucleotide/NC_013132.1																																																			
C8VE79	BN001305	https://www.ebi.ac.uk/ena/browser/view/BN001305	https://www.ncbi.nlm.nih.gov/nucleotide/BN001305	https://getentry.ddbj.nig.ac.jp/getentry/na/BN001305	CBF80424.1	https://www.ebi.ac.uk/ena/browser/view/CBF80424.1	https://www.ncbi.nlm.nih.gov/protein/CBF80424.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/CBF80424.1	Genomic_DNA	AACD01000152	https://www.ebi.ac.uk/ena/browser/view/AACD01000152	https://www.ncbi.nlm.nih.gov/nucleotide/AACD01000152	https://getentry.ddbj.nig.ac.jp/getentry/na/AACD01000152	EAA66901.1	https://www.ebi.ac.uk/ena/browser/view/EAA66901.1	https://www.ncbi.nlm.nih.gov/protein/EAA66901.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/EAA66901.1	Genomic_DNA																																																																																																																																																																																																																																																													
C8VE82	BN001305	https://www.ebi.ac.uk/ena/browser/view/BN001305	https://www.ncbi.nlm.nih.gov/nucleotide/BN001305	https://getentry.ddbj.nig.ac.jp/getentry/na/BN001305	CBF80430.1	https://www.ebi.ac.uk/ena/browser/view/CBF80430.1	https://www.ncbi.nlm.nih.gov/protein/CBF80430.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/CBF80430.1	Genomic_DNA	AACD01000153	https://www.ebi.ac.uk/ena/browser/view/AACD01000153	https://www.ncbi.nlm.nih.gov/nucleotide/AACD01000153	https://getentry.ddbj.nig.ac.jp/getentry/na/AACD01000153	EAA67006.1	https://www.ebi.ac.uk/ena/browser/view/EAA67006.1	https://www.ncbi.nlm.nih.gov/protein/EAA67006.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/EAA67006.1	Genomic_DNA																																																																																																																																																																																																																																																													
C8VN91	AACD01000025	https://www.ebi.ac.uk/ena/browser/view/AACD01000025	https://www.ncbi.nlm.nih.gov/nucleotide/AACD01000025	https://getentry.ddbj.nig.ac.jp/getentry/na/AACD01000025	EAA64305.1	https://www.ebi.ac.uk/ena/browser/view/EAA64305.1	https://www.ncbi.nlm.nih.gov/protein/EAA64305.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/EAA64305.1	Genomic_DNA	BN001307	https://www.ebi.ac.uk/ena/browser/view/BN001307	https://www.ncbi.nlm.nih.gov/nucleotide/BN001307	https://getentry.ddbj.nig.ac.jp/getentry/na/BN001307	CBF85188.1	https://www.ebi.ac.uk/ena/browser/view/CBF85188.1	https://www.ncbi.nlm.nih.gov/protein/CBF85188.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/CBF85188.1	Genomic_DNA																																																																																																																																																																																																																																																													
C8VQ92	BN001308	https://www.ebi.ac.uk/ena/browser/view/BN001308	https://www.ncbi.nlm.nih.gov/nucleotide/BN001308	https://getentry.ddbj.nig.ac.jp/getentry/na/BN001308	CBF87256.1	https://www.ebi.ac.uk/ena/browser/view/CBF87256.1	https://www.ncbi.nlm.nih.gov/protein/CBF87256.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/CBF87256.1	Genomic_DNA																																																																																																																																																																																																																																																																						
C8VQ93	BN001308	https://www.ebi.ac.uk/ena/browser/view/BN001308	https://www.ncbi.nlm.nih.gov/nucleotide/BN001308	https://getentry.ddbj.nig.ac.jp/getentry/na/BN001308	CBF87258.1	https://www.ebi.ac.uk/ena/browser/view/CBF87258.1	https://www.ncbi.nlm.nih.gov/protein/CBF87258.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/CBF87258.1	Genomic_DNA																																																																																																																																																																																																																																																																						
C8VQ98	BN001308	https://www.ebi.ac.uk/ena/browser/view/BN001308	https://www.ncbi.nlm.nih.gov/nucleotide/BN001308	https://getentry.ddbj.nig.ac.jp/getentry/na/BN001308	CBF87267.1	https://www.ebi.ac.uk/ena/browser/view/CBF87267.1	https://www.ncbi.nlm.nih.gov/protein/CBF87267.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/CBF87267.1	Genomic_DNA																																																																																																																																																																																																																																																																						
C8XPS0	EF635966	https://www.ebi.ac.uk/ena/browser/view/EF635966	https://www.ncbi.nlm.nih.gov/nucleotide/EF635966	https://getentry.ddbj.nig.ac.jp/getentry/na/EF635966	ABV08817.1	https://www.ebi.ac.uk/ena/browser/view/ABV08817.1	https://www.ncbi.nlm.nih.gov/protein/ABV08817.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/ABV08817.1	mRNA																																																																																																																																																																																																																																																																						
C9E894	GQ468527	https://www.ebi.ac.uk/ena/browser/view/GQ468527	https://www.ncbi.nlm.nih.gov/nucleotide/GQ468527	https://getentry.ddbj.nig.ac.jp/getentry/na/GQ468527	ACV88718.1	https://www.ebi.ac.uk/ena/browser/view/ACV88718.1	https://www.ncbi.nlm.nih.gov/protein/ACV88718.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/ACV88718.1	mRNA																																																																																																																																																																																																																																																																						
C9K1X5	AB448947	https://www.ebi.ac.uk/ena/browser/view/AB448947	https://www.ncbi.nlm.nih.gov/nucleotide/AB448947	https://getentry.ddbj.nig.ac.jp/getentry/na/AB448947	BAI44338.1	https://www.ebi.ac.uk/ena/browser/view/BAI44338.1	https://www.ncbi.nlm.nih.gov/protein/BAI44338.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/BAI44338.1	Genomic_DNA																																																																																																																																																																																																																																																																						
C9K1X6	AB448947	https://www.ebi.ac.uk/ena/browser/view/AB448947	https://www.ncbi.nlm.nih.gov/nucleotide/AB448947	https://getentry.ddbj.nig.ac.jp/getentry/na/AB448947	BAI44339.1	https://www.ebi.ac.uk/ena/browser/view/BAI44339.1	https://www.ncbi.nlm.nih.gov/protein/BAI44339.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/BAI44339.1	Genomic_DNA																																																																																																																																																																																																																																																																						
C9K1X7	AB448947	https://www.ebi.ac.uk/ena/browser/view/AB448947	https://www.ncbi.nlm.nih.gov/nucleotide/AB448947	https://getentry.ddbj.nig.ac.jp/getentry/na/AB448947	BAI44340.1	https://www.ebi.ac.uk/ena/browser/view/BAI44340.1	https://www.ncbi.nlm.nih.gov/protein/BAI44340.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/BAI44340.1	Genomic_DNA																																																																																																																																																																																																																																																																						
C9K2Q2	AB465603	https://www.ebi.ac.uk/ena/browser/view/AB465603	https://www.ncbi.nlm.nih.gov/nucleotide/AB465603	https://getentry.ddbj.nig.ac.jp/getentry/na/AB465603	BAI44848.1	https://www.ebi.ac.uk/ena/browser/view/BAI44848.1	https://www.ncbi.nlm.nih.gov/protein/BAI44848.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/BAI44848.1	mRNA																																																																																																																																																																																																																																																																						
C9K2Q3	AB465604	https://www.ebi.ac.uk/ena/browser/view/AB465604	https://www.ncbi.nlm.nih.gov/nucleotide/AB465604	https://getentry.ddbj.nig.ac.jp/getentry/na/AB465604	BAI44849.1	https://www.ebi.ac.uk/ena/browser/view/BAI44849.1	https://www.ncbi.nlm.nih.gov/protein/BAI44849.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/BAI44849.1	mRNA																																																																																																																																																																																																																																																																						
D0UZK2	AF441124	https://www.ebi.ac.uk/ena/browser/view/AF441124	https://www.ncbi.nlm.nih.gov/nucleotide/AF441124	https://getentry.ddbj.nig.ac.jp/getentry/na/AF441124	AAQ04608.1	https://www.ebi.ac.uk/ena/browser/view/AAQ04608.1	https://www.ncbi.nlm.nih.gov/protein/AAQ04608.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/AAQ04608.1	mRNA	GQ988384	https://www.ebi.ac.uk/ena/browser/view/GQ988384	https://www.ncbi.nlm.nih.gov/nucleotide/GQ988384	https://getentry.ddbj.nig.ac.jp/getentry/na/GQ988384	ACX70155.1	https://www.ebi.ac.uk/ena/browser/view/ACX70155.1	https://www.ncbi.nlm.nih.gov/protein/ACX70155.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/ACX70155.1	mRNA	KK785100	https://www.ebi.ac.uk/ena/browser/view/KK785100	https://www.ncbi.nlm.nih.gov/nucleotide/KK785100	https://getentry.ddbj.nig.ac.jp/getentry/na/KK785100	KDO49808.1	https://www.ebi.ac.uk/ena/browser/view/KDO49808.1	https://www.ncbi.nlm.nih.gov/protein/KDO49808.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/KDO49808.1	Genomic_DNA																																																																																																																																																																																														NP_001275785.1	https://www.ncbi.nlm.nih.gov/protein/NP_001275785.1	NM_001288856.1	https://www.ncbi.nlm.nih.gov/nucleotide/NM_001288856.1																																																			
D0VMR5	GU083696	https://www.ebi.ac.uk/ena/browser/view/GU083696	https://www.ncbi.nlm.nih.gov/nucleotide/GU083696	https://getentry.ddbj.nig.ac.jp/getentry/na/GU083696	ACY38194.1	https://www.ebi.ac.uk/ena/browser/view/ACY38194.1	https://www.ncbi.nlm.nih.gov/protein/ACY38194.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/ACY38194.1	mRNA																																																																																																																																																																																																																																																																						
D0VMR6	GU083697	https://www.ebi.ac.uk/ena/browser/view/GU083697	https://www.ncbi.nlm.nih.gov/nucleotide/GU083697	https://getentry.ddbj.nig.ac.jp/getentry/na/GU083697	ACY38195.1	https://www.ebi.ac.uk/ena/browser/view/ACY38195.1	https://www.ncbi.nlm.nih.gov/protein/ACY38195.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/ACY38195.1	mRNA																																																																																																																																																																																																																																																																						
D0VMR7	GU083698	https://www.ebi.ac.uk/ena/browser/view/GU083698	https://www.ncbi.nlm.nih.gov/nucleotide/GU083698	https://getentry.ddbj.nig.ac.jp/getentry/na/GU083698	ACY38196.1	https://www.ebi.ac.uk/ena/browser/view/ACY38196.1	https://www.ncbi.nlm.nih.gov/protein/ACY38196.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/ACY38196.1	mRNA																																																																																																																																																																																																																																																																						
D0VMR8	GU083699	https://www.ebi.ac.uk/ena/browser/view/GU083699	https://www.ncbi.nlm.nih.gov/nucleotide/GU083699	https://getentry.ddbj.nig.ac.jp/getentry/na/GU083699	ACY38197.1	https://www.ebi.ac.uk/ena/browser/view/ACY38197.1	https://www.ncbi.nlm.nih.gov/protein/ACY38197.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/ACY38197.1	mRNA																																																																																																																																																																																																																																																																						
D1MX85	AB506078	https://www.ebi.ac.uk/ena/browser/view/AB506078	https://www.ncbi.nlm.nih.gov/nucleotide/AB506078	https://getentry.ddbj.nig.ac.jp/getentry/na/AB506078	BAI52800.1	https://www.ebi.ac.uk/ena/browser/view/BAI52800.1	https://www.ncbi.nlm.nih.gov/protein/BAI52800.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/BAI52800.1	mRNA																																																																																																																																																																																																																																																																						
D1MX86	AB506079	https://www.ebi.ac.uk/ena/browser/view/AB506079	https://www.ncbi.nlm.nih.gov/nucleotide/AB506079	https://getentry.ddbj.nig.ac.jp/getentry/na/AB506079	BAI52801.1	https://www.ebi.ac.uk/ena/browser/view/BAI52801.1	https://www.ncbi.nlm.nih.gov/protein/BAI52801.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/BAI52801.1	mRNA																																																																																																																																																																																																																																																																						
D1MX87	AB506080	https://www.ebi.ac.uk/ena/browser/view/AB506080	https://www.ncbi.nlm.nih.gov/nucleotide/AB506080	https://getentry.ddbj.nig.ac.jp/getentry/na/AB506080	BAI52802.1	https://www.ebi.ac.uk/ena/browser/view/BAI52802.1	https://www.ncbi.nlm.nih.gov/protein/BAI52802.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/BAI52802.1	mRNA																																																																																																																																																																																																																																																																						
